Zone DNS	Adresses	Latitudes	Longitudes	Codes	Communes
www.portcros-parcnational.fr	Parc National de Port-Cros, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00997000000007	6.381690000000049	83400	Hyères
www.portcros-parcnational.fr	Parc National de Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.02159000000006	6.325020000000052		
www.ramatuelle-tourisme.com	Ramatuelle, Var, Provence-Alpes-Côte d'Azur, FRA	43.21456000000006	6.613500000000045		Ramatuelle
www.ramatuelle-tourisme.com	Ramatuelle, Brignoles, Var, Provence-Alpes-Côte d'Azur, FRA	43.413920000000076	6.016670000000033		Brignoles
fort-eminence-port-cros.blogspot.com	Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.01017000000007	6.382050000000049		Port-Cros
www.restaurant-trinquette-port-cros.fr	Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.01017000000007	6.382050000000049		Port-Cros
www.hyeres-tourism.co.uk	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
www.hyeres-tourisme.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
www.location-hyeres-bateaux.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
www.location-semi-rigide-hyeres.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
www.location-hyeres-bateaux.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
location-semi-rigide-hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
location-semi-rigide-hyeres.fr	L'Hyère, Aiguines, Var, Provence-Alpes-Côte d'Azur, FRA	43.75135000000006	6.259100000000046		Aiguines
www.location-semi-rigide-hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
www.location-semi-rigide-hyeres.fr	L'Hyère, Aiguines, Var, Provence-Alpes-Côte d'Azur, FRA	43.75135000000006	6.259100000000046		Aiguines
location-semi-rigide-hyeres.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
location-hyeres-bateaux.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
location-hyeres-bateaux.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
verticalhorizon.fr	Horizon, 575 Avenue Charles de Gaulle, 83500, La Seyne-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.07934994892958	5.89245997446483	83500	La Seyne-sur-Mer
www.port-cros.net	Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.01017000000007	6.382050000000049		Port-Cros
iml.univ-mrs.fr	Univers, 3 Rue Gabriel Péri, 83390, Pierrefeu-du-Var, Var, Provence-Alpes-Côte d'Azur, FRA	43.22714000000008	6.143310000000042	83390	Pierrefeu-du-Var
www.provence-alpes-cote-d-azur.equipement.gouv.fr	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032		Saint-Cyr-sur-Mer
bastide-nans-les-pins.fr	Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.37024000000008	5.7835000000000605		Nans-les-Pins
bastide-nans-les-pins.fr	Lieu-dit Bastide Blanche, 83860, Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.3793835	5.811590250000011	83860	Nans-les-Pins
pierrefeu.blogspot.com	Pierrefeu, Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.38288000000006	5.776190000000042		Nans-les-Pins
pierrefeu.blogspot.com	Pierrefeu, Carcès, Var, Provence-Alpes-Côte d'Azur, FRA	43.46914000000004	6.218130000000031		Carcès
lelavandou.eu	Le Lavandou, Var, Provence-Alpes-Côte d'Azur, FRA	43.138990000000035	6.370810000000063		Le Lavandou
lavandou-plongee.com	Le Lavandou, Var, Provence-Alpes-Côte d'Azur, FRA	43.138990000000035	6.370810000000063		Le Lavandou
www.larochere.marzolf.eu	La Rochère, 88 Chemin de la Régie, 83330, Le Plan du Castellet, Le Castellet, Var, Provence-Alpes-Côte d'Azur, FRA	43.17444994388065	5.773220080500861	83330	Le Castellet
vareconews.fr	Le Varech, Monterblanc, Morbihan, Bretagne, FRA	47.73111000000006	-2.7118299999999635		Monterblanc
vareconews.fr	Le Varech, Saint-Nolff, Morbihan, Bretagne, FRA	47.70172000000008	-2.6465599999999654		Saint-Nolff
vareconews.fr	News, 102 Rue Charles Gounod, 83700, Saint-Raphaël, Var, Provence-Alpes-Côte d'Azur, FRA	43.4220600255353	6.767720000000054	83700	Saint-Raphaël
www.lelavandou.eu	Le Lavandou, Var, Provence-Alpes-Côte d'Azur, FRA	43.138990000000035	6.370810000000063		Le Lavandou
velo-porquerolles.fr	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062		Porquerolles
velo-porquerolles.fr	Porquerolles, Rue François-Joseph Fournier, 83400, La Tour Fondue, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.02875000000006	6.1553800000000365	83400	Hyères
www.espacemer.fr	L'Espacier, Roquebrune-sur-Argens, Var, Provence-Alpes-Côte d'Azur, FRA	43.44784000000004	6.622220000000027		Roquebrune-sur-Argens
gite-de-plongee-du-gapeau.com	Gapeau, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.11522000000008	6.184960000000046		Hyères
hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
ville-hyeres.fr	Rue Vieille, 83400, Giens, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.03842985294708	6.1312681915105065	83400	Hyères
ville-hyeres.fr	Chemin des Villas, 83400, Hyères les Palmiers, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.0970337577021	6.124399828832864	83400	Hyères
ville-hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
www.ville-hyeres.fr	Rue Vieille, 83400, Giens, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.03842985294708	6.1312681915105065	83400	Hyères
www.ville-hyeres.fr	Chemin des Villas, 83400, Hyères les Palmiers, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.0970337577021	6.124399828832864	83400	Hyères
www.ville-hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
www.bastide-nans-les-pins.fr	Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.37024000000008	5.7835000000000605		Nans-les-Pins
www.bastide-nans-les-pins.fr	Lieu-dit Bastide Blanche, 83860, Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.3793835	5.811590250000011	83860	Nans-les-Pins
www.hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
www.hyeres.fr	D'Hyères, 83260, La Moutonne, La Crau, Var, Provence-Alpes-Côte d'Azur, FRA	43.12056000000007	6.0780900000000315	83260	La Crau
www.hyeres.fr	L'Hyère, Aiguines, Var, Provence-Alpes-Côte d'Azur, FRA	43.75135000000006	6.259100000000046		Aiguines
www.provence.aparcourir.com	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032		Saint-Cyr-sur-Mer
espacemer.fr	L'Espacier, Roquebrune-sur-Argens, Var, Provence-Alpes-Côte d'Azur, FRA	43.44784000000004	6.622220000000027		Roquebrune-sur-Argens
wiki2.org	Wiki, 36 Avenue Alphonse Denis, 83400, Hyères les Palmiers, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12112997446485	6.135399933349033	83400	Hyères
www.gite-de-plongee-du-gapeau.com	Gapeau, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.11522000000008	6.184960000000046		Hyères
en.portcros-parcnational.fr	Parc National de Port-Cros, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00997000000007	6.381690000000049	83400	Hyères
en.portcros-parcnational.fr	Parc National de Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.02159000000006	6.325020000000052		
porquerolles-patrimoine.fr	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062		Porquerolles
www.porquerolles-patrimoine.fr	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062		Porquerolles
www.louer-a-giens.com	Giens, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.03807000000006	6.136680000000069		Hyères
provence.aparcourir.com	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032		Saint-Cyr-sur-Mer
www.vareconews.fr	Le Varech, Monterblanc, Morbihan, Bretagne, FRA	47.73111000000006	-2.7118299999999635		Monterblanc
www.vareconews.fr	Le Varech, Saint-Nolff, Morbihan, Bretagne, FRA	47.70172000000008	-2.6465599999999654		Saint-Nolff
www.vareconews.fr	News, 102 Rue Charles Gounod, 83700, Saint-Raphaël, Var, Provence-Alpes-Côte d'Azur, FRA	43.4220600255353	6.767720000000054	83700	Saint-Raphaël
location-cabasson.fr	Cabasson, Bormes-les-Mimosas, Var, Provence-Alpes-Côte d'Azur, FRA	43.10480000000007	6.329250000000059		Bormes-les-Mimosas
location-cabasson.fr	Cabasson, Besse-sur-Issole, Var, Provence-Alpes-Côte d'Azur, FRA	43.35767000000004	6.194010000000048		Besse-sur-Issole
location-cabasson.fr	Cambasson, Claviers, Var, Provence-Alpes-Côte d'Azur, FRA	43.58711000000005	6.613410000000044		Claviers
larochere.marzolf.eu	La Rochère, 88 Chemin de la Régie, 83330, Le Plan du Castellet, Le Castellet, Var, Provence-Alpes-Côte d'Azur, FRA	43.17444994388065	5.773220080500861	83330	Le Castellet
www.parc-loisir.com	Parc de Loisirs, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.08200000000005	6.141740000000027	83400	Hyères
www.var.gouv.fr	Var, Provence-Alpes-Côte d'Azur, FRA	43.44162169100008	6.244523482000034		
www.var.gouv.fr	Le Gouverneur, 83000, Toulon, Var, Provence-Alpes-Côte d'Azur, FRA	43.13067349421309	5.951689489657616	83000	Toulon
www.var.gouv.fr	Le Var, Azerat, Dordogne, Nouvelle-Aquitaine, FRA	45.164510000000064	1.084380000000067		Azerat
www.var.gouv.fr	Le Var, Le Châtelard, Savoie, Auvergne-Rhône-Alpes, FRA	45.68163000000004	6.14345000000003		Le Châtelard
www.var.gouv.fr	Le Var, Solaure en Diois, Drôme, Auvergne-Rhône-Alpes, FRA	44.70477000000005	5.406150000000025		Solaure en Diois
www.var.gouv.fr	Le Var, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	43.74046000000004	7.187100000000044		Nice
www.var.gouv.fr	Le Var, Saint-Blaise, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	43.79815000000008	7.206410000000062		Saint-Blaise
www.auberge-glycines.com	Auberge les Glycines, Rue de la Ferme, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00194000000005	6.203110000000038	83400	Hyères
it.portcros-parcnational.fr	Parc National de Port-Cros, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00997000000007	6.381690000000049	83400	Hyères
it.portcros-parcnational.fr	Parc National de Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.02159000000006	6.325020000000052		
hotel-la-pergola.fr	La Pergola, 6 Avenue du 4 Septembre, 83300, Draguignan, Var, Provence-Alpes-Côte d'Azur, FRA	43.536419992209794	6.460199997692357	83300	Draguignan
hotel-la-pergola.fr	La Pergola, 405 Avenue Pierre et Marie Curie, 83240, Cavalaire-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.169490025535254	6.534080051070471	83240	Cavalaire-sur-Mer
porquerolles-france.com	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062		Porquerolles
porquerolles-france.com	Porquerolles, Rue François-Joseph Fournier, 83400, La Tour Fondue, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.02875000000006	6.1553800000000365	83400	Hyères
provence-mediterranee.com	Méditerranée, 4 Avenue Georges Clemenceau, 83250, La Londe-les-Maures, Var, Provence-Alpes-Côte d'Azur, FRA	43.137989966674574	6.23493007328752	83250	La Londe-les-Maures
www.lavandou-location.com	Le Lavandou, Var, Provence-Alpes-Côte d'Azur, FRA	43.138990000000035	6.370810000000063		Le Lavandou
top-verdon.fr	Verdon, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.71837000000005	5.747400000000027		
top-verdon.fr	Du Verdon, 22 Boulevard Maréchal Foch, 83300, Draguignan, Var, Provence-Alpes-Côte d'Azur, FRA	43.539119963356335	6.463019956142955	83300	Draguignan
porquerolles.si2v.com	Porquerolles, Rue François-Joseph Fournier, 83400, La Tour Fondue, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.02875000000006	6.1553800000000365	83400	Hyères
porquerolles.si2v.com	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062		Porquerolles
www.marvellous-provence.com	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032		Saint-Cyr-sur-Mer
www.leyoukali.fr	Le Youkali, Corniche de l'Arbousier, 83400, Héliopolis, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.01973000000004	6.439420000000041	83400	Hyères
www.chambresdhotes-var.info	Chambre d'Hôtes le Ti-Oli, 543 Chemin des Molières, 83136, La Roquebrussanne, Var, Provence-Alpes-Côte d'Azur, FRA	43.33706001832194	5.987489963356343	83136	La Roquebrussanne
www.chambresdhotes-var.info	Chambre d'Hôtes le Moutin, 638 Chemin de l'Argile, 83740, La Cadière-d'Azur, Var, Provence-Alpes-Côte d'Azur, FRA	43.188589990479024	5.7590500732875025	83740	La Cadière-d'Azur
www.chambresdhotes-var.info	Chambre d'Hôtes la Dryade, Les Rabassières, 83170, Tourves, Var, Provence-Alpes-Côte d'Azur, FRA	43.40850000000006	5.894730000000038	83170	Tourves
www.chambresdhotes-var.info	Chambre d'Hôtes Lou Nieu, Route des Croisières, 83460, Les Arcs, Var, Provence-Alpes-Côte d'Azur, FRA	43.485960000000034	6.468890000000044	83460	Les Arcs
www.chambresdhotes-var.info	Chambre d'Hôtes Mas du Péré, Lieu-dit Le Père, 83920, La Motte, Var, Provence-Alpes-Côte d'Azur, FRA	43.496560000000045	6.5333400000000665	83920	La Motte
www.chambresdhotes-var.info	Chambre d'Hôtes le Cigalon, DN8, 83330, Le Beausset, Var, Provence-Alpes-Côte d'Azur, FRA	43.23156000000006	5.808680000000038	83330	Le Beausset
www.chambresdhotes-var.info	Chambre d'Hôtes la Garonne, Lieu-dit La Garonne, 83560, Ginasservis, Var, Provence-Alpes-Côte d'Azur, FRA	43.66642000000007	5.818550000000073	83560	Ginasservis
www.chambresdhotes-var.info	Chambre d'Hôtes la Bastide, Rocade Boyer, 83111, Ampus, Var, Provence-Alpes-Côte d'Azur, FRA	43.58111000000008	6.402550000000076	83111	Ampus
www.chambresdhotes-var.info	Chambre d'Hôtes Leï Soucu, 83350, Ramatuelle, Var, Provence-Alpes-Côte d'Azur, FRA	43.21326000000005	6.647470000000055	83350	Ramatuelle
www.chambresdhotes-var.info	Chambre d'Hôtes la Rouvraie, 1069 Chemin des Escruvelettes, 83780, Flayosc, Var, Provence-Alpes-Côte d'Azur, FRA	43.521089926135666	6.405270012262396	83780	Flayosc
www.chambresdhotes-var.info	Chambre d'Hôtes la Roulotte, D97, 83660, Carnoules, Var, Provence-Alpes-Côte d'Azur, FRA	43.29592000000008	6.152560000000051	83660	Carnoules
www.chambresdhotes-var.info	Chambre d'Hôtes la Rouvière, 83210, Belgentier, Var, Provence-Alpes-Côte d'Azur, FRA	43.22997000000004	6.003340000000037	83210	Belgentier
www.chambresdhotes-var.info	Chambre d'Hôtes les Romarins, Chemin de Saint-Jean, 83570, Correns, Var, Provence-Alpes-Côte d'Azur, FRA	43.48970000000003	6.083950000000073	83570	Correns
www.chambresdhotes-var.info	Chambre d'Hôtes les Palmiers, Route de la Motte, 83490, Le Muy, Var, Provence-Alpes-Côte d'Azur, FRA	43.480740000000026	6.553980000000024	83490	Le Muy
obi1-portcros-parcnational.fr	Parc National de Port-Cros, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00997000000007	6.381690000000049	83400	Hyères
obi1-portcros-parcnational.fr	Parc National de Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.02159000000006	6.325020000000052		
www.weloveprovence.fr	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032		Saint-Cyr-sur-Mer
www.weloveprovence.fr	Provence, 3 Avenue Georges Clemenceau, 83250, La Londe-les-Maures, Var, Provence-Alpes-Côte d'Azur, FRA	43.137990011108556	6.234809956142965	83250	La Londe-les-Maures
www.porquerolles.it	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062		Porquerolles
www.porquerolles.it	Porquerolles, Rue François-Joseph Fournier, 83400, La Tour Fondue, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.02875000000006	6.1553800000000365	83400	Hyères
guide-circuit-massif-des-maures-golfe-de-saint-tropez.locaguide-tourisme.com	Saint-Tropez, Var, Provence-Alpes-Côte d'Azur, FRA	43.272530000000074	6.638910000000067		Saint-Tropez
cuers-infos.com	Cuers, Var, Provence-Alpes-Côte d'Azur, FRA	43.237340000000074	6.07209000000006		Cuers
www.golfe-saint-tropez-information.com	Saint-Tropez, Var, Provence-Alpes-Côte d'Azur, FRA	43.272530000000074	6.638910000000067		Saint-Tropez
www.golfe-saint-tropez-information.com	Golfe de Saint-Tropez, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.28598000000005	6.639520000000061		
www.golfe-saint-tropez-information.com	Du Golfe de Saint-Tropez, 13 Avenue Georges Clemenceau, 83310, Cogolin, Var, Provence-Alpes-Côte d'Azur, FRA	43.25138000000004	6.534870000000069	83310	Cogolin
www.porquerolles-france.com	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062		Porquerolles
www.porquerolles-france.com	Porquerolles, Rue François-Joseph Fournier, 83400, La Tour Fondue, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.02875000000006	6.1553800000000365	83400	Hyères
location-provence-giens.blogspot.com	Giens, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.03807000000006	6.136680000000069		Hyères
location-provence-giens.blogspot.com	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032		Saint-Cyr-sur-Mer
www.hotel-triotel.com	Triotel, Espace Bale Nuée, 83160, La Valette-du-Var, Var, Provence-Alpes-Côte d'Azur, FRA	43.13749000000007	5.994000000000028	83160	La Valette-du-Var
www.meritemaritime-var.fr	Var, Provence-Alpes-Côte d'Azur, FRA	43.44162169100008	6.244523482000034		
www.meritemaritime-var.fr	Le Var, Azerat, Dordogne, Nouvelle-Aquitaine, FRA	45.164510000000064	1.084380000000067		Azerat
www.meritemaritime-var.fr	Le Var, Le Châtelard, Savoie, Auvergne-Rhône-Alpes, FRA	45.68163000000004	6.14345000000003		Le Châtelard
www.meritemaritime-var.fr	Le Var, Solaure en Diois, Drôme, Auvergne-Rhône-Alpes, FRA	44.70477000000005	5.406150000000025		Solaure en Diois
www.meritemaritime-var.fr	Le Var, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	43.74046000000004	7.187100000000044		Nice
www.meritemaritime-var.fr	Le Var, Saint-Blaise, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	43.79815000000008	7.206410000000062		Saint-Blaise
camping-la-source-martigues.com	Camping la Source, Chemin des Vignes, 83630, Les Salles-sur-Verdon, Var, Provence-Alpes-Côte d'Azur, FRA	43.77559000000008	6.207120000000032	83630	Les Salles-sur-Verdon
www.velosaporquerolles.com	Porquerolles, Rue François-Joseph Fournier, 83400, La Tour Fondue, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.02875000000006	6.1553800000000365	83400	Hyères
www.gite-rural-hyeres.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006		Hyères
www.gite-rural-hyeres.com	Allée André Gide, 83400, Hyères les Palmiers, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.0991314722234	6.115187604167552	83400	Hyères
www.stemaxime.net	Sainte-Maxime, Var, Provence-Alpes-Côte d'Azur, FRA	43.308550000000025	6.638330000000053		Sainte-Maxime
www.lamarseillaise.fr	La Marseillaise, Pontevès, Var, Provence-Alpes-Côte d'Azur, FRA	43.55985000000004	6.085050000000024		Pontevès
www.lamarseillaise.fr	La Marseillaise, La Crau, Var, Provence-Alpes-Côte d'Azur, FRA	43.175310000000025	6.104010000000073		La Crau
yachting-club-calanques-cassis.com	Le Yachting, 90 Avenue du Commandant Guilbaud, 83700, Saint-Raphaël, Var, Provence-Alpes-Côte d'Azur, FRA	43.42424002221704	6.765140043857161	83700	Saint-Raphaël
www.boussole-fr.com	Boussolle, Seillans, Var, Provence-Alpes-Côte d'Azur, FRA	43.65528000000006	6.654490000000067		Seillans
www.boussole-fr.com	Boussone, La Verdière, Var, Provence-Alpes-Côte d'Azur, FRA	43.618940000000066	5.961370000000045		La Verdière
www.hotel-la-pergola.fr	La Pergola, 6 Avenue du 4 Septembre, 83300, Draguignan, Var, Provence-Alpes-Côte d'Azur, FRA	43.536419992209794	6.460199997692357	83300	Draguignan
www.hotel-la-pergola.fr	La Pergola, 405 Avenue Pierre et Marie Curie, 83240, Cavalaire-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.169490025535254	6.534080051070471	83240	Cavalaire-sur-Mer
bandol-littoral.org	Avenue du Littoral, 83150, Bandol, Var, Provence-Alpes-Côte d'Azur, FRA	43.13719517549244	5.7323000974834395	83150	Bandol
bandol-littoral.org	Sentier Littoral, 83150, Bandol, Var, Provence-Alpes-Côte d'Azur, FRA	43.137230561603786	5.731608744140249	83150	Bandol
