Zone DNS	Adresses	Latitudes	Longitudes
www.portcros-parcnational.fr	Parc National de Port-Cros, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00997000000007	6.381690000000049
www.portcros-parcnational.fr	Parc National de Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.02159000000006	6.325020000000052
www.ramatuelle-tourisme.com	Ramatuelle, Var, Provence-Alpes-Côte d'Azur, FRA	43.21456000000006	6.613500000000045
www.ramatuelle-tourisme.com	Ramatuelle, Brignoles, Var, Provence-Alpes-Côte d'Azur, FRA	43.413920000000076	6.016670000000033
www.bandol-blog.com	Bandol, Var, Provence-Alpes-Côte d'Azur, FRA	43.13620000000003	5.753320000000031
www.portcros-parcnational.fr	Parc National de Port-Cros, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00997000000007	6.381690000000049
www.portcros-parcnational.fr	Parc National de Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.02159000000006	6.325020000000052
www.ramatuelle-tourisme.com	Ramatuelle, Var, Provence-Alpes-Côte d'Azur, FRA	43.21456000000006	6.613500000000045
www.ramatuelle-tourisme.com	Ramatuelle, Brignoles, Var, Provence-Alpes-Côte d'Azur, FRA	43.413920000000076	6.016670000000033
www.bandol-blog.com	Bandol, Var, Provence-Alpes-Côte d'Azur, FRA	43.13620000000003	5.753320000000031
www.portcros-parcnational.fr	Parc National de Port-Cros, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00997000000007	6.381690000000049
www.portcros-parcnational.fr	Parc National de Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.02159000000006	6.325020000000052
www.ramatuelle-tourisme.com	Ramatuelle, Var, Provence-Alpes-Côte d'Azur, FRA	43.21456000000006	6.613500000000045
www.ramatuelle-tourisme.com	Ramatuelle, Brignoles, Var, Provence-Alpes-Côte d'Azur, FRA	43.413920000000076	6.016670000000033
fort-eminence-port-cros.blogspot.com	Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.01017000000007	6.382050000000049
www.restaurant-trinquette-port-cros.fr	Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.01017000000007	6.382050000000049
location-semi-rigide-hyeres.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
www.location-semi-rigide-hyeres.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
location-hyeres-bateaux.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
location-semi-rigide-hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
location-semi-rigide-hyeres.fr	L'Hyère, Aiguines, Var, Provence-Alpes-Côte d'Azur, FRA	43.75135000000006	6.259100000000046
www.location-semi-rigide-hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
www.location-semi-rigide-hyeres.fr	L'Hyère, Aiguines, Var, Provence-Alpes-Côte d'Azur, FRA	43.75135000000006	6.259100000000046
www.location-hyeres-bateaux.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
www.location-hyeres-bateaux.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
location-hyeres-bateaux.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
en.portcros-parcnational.fr	Parc National de Port-Cros, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00997000000007	6.381690000000049
en.portcros-parcnational.fr	Parc National de Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.02159000000006	6.325020000000052
www.hyeres-tourisme.com	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
www.hyeres-tourism.co.uk	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
verticalhorizon.fr	Horizon, 575 Avenue Charles de Gaulle, 83500, La Seyne-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.07934994892958	5.89245997446483
it.portcros-parcnational.fr	Parc National de Port-Cros, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00997000000007	6.381690000000049
it.portcros-parcnational.fr	Parc National de Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.02159000000006	6.325020000000052
www.port-cros.net	Port-Cros, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.01017000000007	6.382050000000049
iml.univ-mrs.fr	Univers, 3 Rue Gabriel Péri, 83390, Pierrefeu-du-Var, Var, Provence-Alpes-Côte d'Azur, FRA	43.22714000000008	6.143310000000042
www.provence-alpes-cote-d-azur.equipement.gouv.fr	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032
velo-porquerolles.fr	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062
velo-porquerolles.fr	Porquerolles, Rue François-Joseph Fournier, 83400, La Tour Fondue, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.02875000000006	6.1553800000000365
bastide-nans-les-pins.fr	Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.37024000000008	5.7835000000000605
bastide-nans-les-pins.fr	Lieu-dit Bastide Blanche, 83860, Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.3793835	5.811590250000011
www.larochere.marzolf.eu	La Rochère, 88 Chemin de la Régie, 83330, Le Plan du Castellet, Le Castellet, Var, Provence-Alpes-Côte d'Azur, FRA	43.17444994388065	5.773220080500861
lavandou-plongee.com	Le Lavandou, Var, Provence-Alpes-Côte d'Azur, FRA	43.138990000000035	6.370810000000063
pierrefeu.blogspot.com	Pierrefeu, Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.38288000000006	5.776190000000042
pierrefeu.blogspot.com	Pierrefeu, Carcès, Var, Provence-Alpes-Côte d'Azur, FRA	43.46914000000004	6.218130000000031
lelavandou.eu	Le Lavandou, Var, Provence-Alpes-Côte d'Azur, FRA	43.138990000000035	6.370810000000063
www.lelavandou.eu	Le Lavandou, Var, Provence-Alpes-Côte d'Azur, FRA	43.138990000000035	6.370810000000063
vareconews.fr	Le Varech, Monterblanc, Morbihan, Bretagne, FRA	47.73111000000006	-2.7118299999999635
vareconews.fr	Le Varech, Saint-Nolff, Morbihan, Bretagne, FRA	47.70172000000008	-2.6465599999999654
vareconews.fr	News, 102 Rue Charles Gounod, 83700, Saint-Raphaël, Var, Provence-Alpes-Côte d'Azur, FRA	43.4220600255353	6.767720000000054
www.porquerolles-patrimoine.fr	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062
www.espacemer.fr	L'Espacier, Roquebrune-sur-Argens, Var, Provence-Alpes-Côte d'Azur, FRA	43.44784000000004	6.622220000000027
porquerolles-patrimoine.fr	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062
www.hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
www.hyeres.fr	D'Hyères, 83260, La Moutonne, La Crau, Var, Provence-Alpes-Côte d'Azur, FRA	43.12056000000007	6.0780900000000315
www.hyeres.fr	L'Hyère, Aiguines, Var, Provence-Alpes-Côte d'Azur, FRA	43.75135000000006	6.259100000000046
www.provence.aparcourir.com	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032
hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
wiki2.org	Wiki, 36 Avenue Alphonse Denis, 83400, Hyères les Palmiers, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12112997446485	6.135399933349033
www.ville-hyeres.fr	Rue Vieille, 83400, Giens, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.03842985294708	6.1312681915105065
www.ville-hyeres.fr	Chemin des Villas, 83400, Hyères les Palmiers, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.0970337577021	6.124399828832864
www.ville-hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
www.bastide-nans-les-pins.fr	Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.37024000000008	5.7835000000000605
www.bastide-nans-les-pins.fr	Lieu-dit Bastide Blanche, 83860, Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA	43.3793835	5.811590250000011
espacemer.fr	L'Espacier, Roquebrune-sur-Argens, Var, Provence-Alpes-Côte d'Azur, FRA	43.44784000000004	6.622220000000027
cote-azur-ecobiz.fr	Côte d'Azur, 17 Avenue des Martyrs de la Résistance, 83980, Le Lavandou, Var, Provence-Alpes-Côte d'Azur, FRA	43.137609981678175	6.365570025535246
ville-hyeres.fr	Rue Vieille, 83400, Giens, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.03842985294708	6.1312681915105065
ville-hyeres.fr	Chemin des Villas, 83400, Hyères les Palmiers, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.0970337577021	6.124399828832864
ville-hyeres.fr	Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.12021000000004	6.13101000000006
provence.aparcourir.com	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032
www.vareconews.fr	Le Varech, Monterblanc, Morbihan, Bretagne, FRA	47.73111000000006	-2.7118299999999635
www.vareconews.fr	Le Varech, Saint-Nolff, Morbihan, Bretagne, FRA	47.70172000000008	-2.6465599999999654
www.vareconews.fr	News, 102 Rue Charles Gounod, 83700, Saint-Raphaël, Var, Provence-Alpes-Côte d'Azur, FRA	43.4220600255353	6.767720000000054
www.parc-loisir.com	Parc de Loisirs, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.08200000000005	6.141740000000027
www.louer-a-giens.com	Giens, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.03807000000006	6.136680000000069
location-cabasson.fr	Cabasson, Bormes-les-Mimosas, Var, Provence-Alpes-Côte d'Azur, FRA	43.10480000000007	6.329250000000059
location-cabasson.fr	Cabasson, Besse-sur-Issole, Var, Provence-Alpes-Côte d'Azur, FRA	43.35767000000004	6.194010000000048
location-cabasson.fr	Cambasson, Claviers, Var, Provence-Alpes-Côte d'Azur, FRA	43.58711000000005	6.613410000000044
larochere.marzolf.eu	La Rochère, 88 Chemin de la Régie, 83330, Le Plan du Castellet, Le Castellet, Var, Provence-Alpes-Côte d'Azur, FRA	43.17444994388065	5.773220080500861
provence-mediterranee.com	Méditerranée, 4 Avenue Georges Clemenceau, 83250, La Londe-les-Maures, Var, Provence-Alpes-Côte d'Azur, FRA	43.137989966674574	6.23493007328752
www.chambresdhotes-var.info	Chambre d'Hôtes le Ti-Oli, 543 Chemin des Molières, 83136, La Roquebrussanne, Var, Provence-Alpes-Côte d'Azur, FRA	43.33706001832194	5.987489963356343
www.chambresdhotes-var.info	Chambre d'Hôtes le Moutin, 638 Chemin de l'Argile, 83740, La Cadière-d'Azur, Var, Provence-Alpes-Côte d'Azur, FRA	43.188589990479024	5.7590500732875025
www.chambresdhotes-var.info	Chambre d'Hôtes la Dryade, Les Rabassières, 83170, Tourves, Var, Provence-Alpes-Côte d'Azur, FRA	43.40850000000006	5.894730000000038
www.chambresdhotes-var.info	Chambre d'Hôtes Lou Nieu, Route des Croisières, 83460, Les Arcs, Var, Provence-Alpes-Côte d'Azur, FRA	43.485960000000034	6.468890000000044
www.chambresdhotes-var.info	Chambre d'Hôtes Mas du Péré, Lieu-dit Le Père, 83920, La Motte, Var, Provence-Alpes-Côte d'Azur, FRA	43.496560000000045	6.5333400000000665
www.chambresdhotes-var.info	Chambre d'Hôtes le Cigalon, DN8, 83330, Le Beausset, Var, Provence-Alpes-Côte d'Azur, FRA	43.23156000000006	5.808680000000038
www.chambresdhotes-var.info	Chambre d'Hôtes la Garonne, Lieu-dit La Garonne, 83560, Ginasservis, Var, Provence-Alpes-Côte d'Azur, FRA	43.66642000000007	5.818550000000073
www.chambresdhotes-var.info	Chambre d'Hôtes la Bastide, Rocade Boyer, 83111, Ampus, Var, Provence-Alpes-Côte d'Azur, FRA	43.58111000000008	6.402550000000076
www.chambresdhotes-var.info	Chambre d'Hôtes Leï Soucu, 83350, Ramatuelle, Var, Provence-Alpes-Côte d'Azur, FRA	43.21326000000005	6.647470000000055
www.chambresdhotes-var.info	Chambre d'Hôtes la Rouvraie, 1069 Chemin des Escruvelettes, 83780, Flayosc, Var, Provence-Alpes-Côte d'Azur, FRA	43.521089926135666	6.405270012262396
www.chambresdhotes-var.info	Chambre d'Hôtes la Roulotte, D97, 83660, Carnoules, Var, Provence-Alpes-Côte d'Azur, FRA	43.29592000000008	6.152560000000051
www.chambresdhotes-var.info	Chambre d'Hôtes la Rouvière, 83210, Belgentier, Var, Provence-Alpes-Côte d'Azur, FRA	43.22997000000004	6.003340000000037
www.chambresdhotes-var.info	Chambre d'Hôtes les Romarins, Chemin de Saint-Jean, 83570, Correns, Var, Provence-Alpes-Côte d'Azur, FRA	43.48970000000003	6.083950000000073
www.chambresdhotes-var.info	Chambre d'Hôtes les Palmiers, Route de la Motte, 83490, Le Muy, Var, Provence-Alpes-Côte d'Azur, FRA	43.480740000000026	6.553980000000024
hotel-la-pergola.fr	La Pergola, 6 Avenue du 4 Septembre, 83300, Draguignan, Var, Provence-Alpes-Côte d'Azur, FRA	43.536419992209794	6.460199997692357
hotel-la-pergola.fr	La Pergola, 405 Avenue Pierre et Marie Curie, 83240, Cavalaire-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.169490025535254	6.534080051070471
cuers-infos.com	Cuers, Var, Provence-Alpes-Côte d'Azur, FRA	43.237340000000074	6.07209000000006
www.forum-aires-marines.fr	Passage des Aires, 83136, Forcalqueiret, Var, Provence-Alpes-Côte d'Azur, FRA	43.334700481318066	6.079838651165827
camping-la-source-martigues.com	Camping la Source, Chemin des Vignes, 83630, Les Salles-sur-Verdon, Var, Provence-Alpes-Côte d'Azur, FRA	43.77559000000008	6.207120000000032
location-provence-giens.blogspot.com	Giens, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.03807000000006	6.136680000000069
location-provence-giens.blogspot.com	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032
www.velosaporquerolles.com	Porquerolles, Rue François-Joseph Fournier, 83400, La Tour Fondue, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.02875000000006	6.1553800000000365
www.auberge-glycines.com	Auberge les Glycines, Rue de la Ferme, 83400, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.00194000000005	6.203110000000038
www.weloveprovence.fr	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032
www.weloveprovence.fr	Provence, 3 Avenue Georges Clemenceau, 83250, La Londe-les-Maures, Var, Provence-Alpes-Côte d'Azur, FRA	43.137990011108556	6.234809956142965
www.marvellous-provence.com	La Provence, Saint-Cyr-sur-Mer, Var, Provence-Alpes-Côte d'Azur, FRA	43.18699000000004	5.703270000000032
www.boussole-fr.com	Boussolle, Seillans, Var, Provence-Alpes-Côte d'Azur, FRA	43.65528000000006	6.654490000000067
www.boussole-fr.com	Boussone, La Verdière, Var, Provence-Alpes-Côte d'Azur, FRA	43.618940000000066	5.961370000000045
porquerolles.si2v.com	Porquerolles, Rue François-Joseph Fournier, 83400, La Tour Fondue, Hyères, Var, Provence-Alpes-Côte d'Azur, FRA	43.02875000000006	6.1553800000000365
porquerolles.si2v.com	Porquerolles, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.00116000000003	6.202650000000062
www.golfe-saint-tropez-information.com	Saint-Tropez, Var, Provence-Alpes-Côte d'Azur, FRA	43.272530000000074	6.638910000000067
www.golfe-saint-tropez-information.com	Golfe de Saint-Tropez, Département du Var, Provence-Alpes-Côte d'Azur, FRA	43.28598000000005	6.639520000000061
www.golfe-saint-tropez-information.com	Du Golfe de Saint-Tropez, 13 Avenue Georges Clemenceau, 83310, Cogolin, Var, Provence-Alpes-Côte d'Azur, FRA	43.25138000000004	6.534870000000069
www.var.gouv.fr	Var, Provence-Alpes-Côte d'Azur, FRA	43.44162169100008	6.244523482000034
www.var.gouv.fr	Le Gouverneur, 83000, Toulon, Var, Provence-Alpes-Côte d'Azur, FRA	43.13067349421309	5.951689489657616
www.var.gouv.fr	Le Var, Azerat, Dordogne, Nouvelle-Aquitaine, FRA	45.164510000000064	1.084380000000067
www.var.gouv.fr	Le Var, Le Châtelard, Savoie, Auvergne-Rhône-Alpes, FRA	45.68163000000004	6.14345000000003
www.var.gouv.fr	Le Var, Solaure en Diois, Drôme, Auvergne-Rhône-Alpes, FRA	44.70477000000005	5.406150000000025
www.var.gouv.fr	Le Var, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	43.74046000000004	7.187100000000044
www.var.gouv.fr	Le Var, Saint-Blaise, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	43.79815000000008	7.206410000000062
www.lavandou-location.com	Le Lavandou, Var, Provence-Alpes-Côte d'Azur, FRA	43.138990000000035	6.370810000000063
forum-aires-marines.fr	Passage des Aires, 83136, Forcalqueiret, Var, Provence-Alpes-Côte d'Azur, FRA	43.334700481318066	6.079838651165827
guide-circuit-massif-des-maures-golfe-de-saint-tropez.locaguide-tourisme.com	Saint-Tropez, Var, Provence-Alpes-Côte d'Azur, FRA	43.272530000000074	6.638910000000067
